,Unnamed: 0,Majority.protein.IDs,Protein.names,Gene.names,L3_4.old.L.OAF,L3_4.old.A.OAF,L3_4.old.P.OAF,L3_4.old.R.OAF,L3_4.old.L.IAF,L3_4.old.R.IAF,L3_4.old.L.IAF_NP,L3_4.old.A.IAF_NP,L3_4.old.P.IAF_NP,L3_4.old.R.IAF_NP,L3_4.old.NP,L3_4.Young.L.OAF,L3_4.young.A.OAF,L3_4.young.P.OAF,L3_4.young.R.OAF,L3_4.young.L.IAF,L3_4.young.R.IAF,L3_4.young.L.IAF_NP,L3_4.young.A.IAF_NP,L3_4.young.P.IAF_NP,L3_4.young.R.IAF_NP,L3_4.young.NP,L4_5.old.L.OAF,L4_5.old.A.OAF,L4_5.old.P.OAF,L4_5.old.R.OAF,L4_5.old.L.IAF,L4_5.old.R.IAF,L4_5.old.L.IAF_NP,L4_5.old.A.IAF_NP,L4_5.old.P.IAF_NP,L4_5.old.R.IAF_NP,L4_5.old.NP,L4_5.young.L.OAF,L4_5.young.A.OAF,L4_5.young.P.OAF,L4_5.young.R.OAF,L4_5.young.L.IAF,L4_5.young.R.IAF,L4_5.young.L.IAF_NP,L4_5.young.A.IAF_NP,L4_5.young.P.IAF_NP,L4_5.young.R.IAF_NP,L4_5.young.NP,L5_S1.old.L.OAF,L5_S1.old.A.OAF,L5_S1.old.P.OAF,L5_S1.old.R.OAF,L5_S1.old.L.IAF,L5_S1.old.R.IAF,L5_S1.old.L.IAF_NP,L5_S1.old.A.IAF_NP,L5_S1.old.P.IAF_NP,L5_S1.old.R.IAF_NP,L5_S1.old.NP,L5_S1.young.L.OAF,L5_S1.young.A.OAF,L5_S1.young.P.OAF,L5_S1.young.R.OAF,L5_S1.young.L.IAF,L5_S1.young.R.IAF,L5_S1.young.L.IAF_NP,L5_S1.young.A.IAF_NP,L5_S1.young.P.IAF_NP,L5_S1.young.R.IAF_NP,L5_S1.young.NP,Type
521,522,Q6WN34,Chordin-like protein 2,CHRDL2,24.4166,,24.9013,,28.7552,28.6443,27.7862,25.1234,25.5737,27.9412,23.9371,28.6272,29.2168,28.6069,27.0535,31.0251,31.5128,31.0274,31.6751,30.0478,30.253,30.855,26.9175,29.1162,28.9219,30.7745,30.965999999999998,30.5623,29.0562,29.4028,27.4773,29.6438,27.5501,28.0136,30.9577,26.0631,29.5166,31.8385,32.2165,31.6731,31.2943,30.0887,30.1241,31.4732,28.4578,30.6637,26.5574,27.3348,29.208000000000002,29.9897,29.2279,30.9784,26.4384,29.6577,29.1532,29.2478,29.8901,29.7656,30.2048,31.291,31.2804,30.734,31.2466,32.5261,31.1323,31.5464,NABA_SECRETED_FACTORS
522,523,P07510,Acetylcholine receptor subunit gamma,CHRNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
523,524,O43916,Carbohydrate sulfotransferase 1,CHST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2135,,,,,,,,,,,,,,,,,,,,nonMatrisome
524,525,O43529,Carbohydrate sulfotransferase 10,CHST10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2321,,,,,,,,,,,,nonMatrisome
525,526,Q9NPF2,Carbohydrate sulfotransferase 11,CHST11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3173,,,,,,,,,,,,,,,,,,,nonMatrisome
526,527,Q9NRB3,Carbohydrate sulfotransferase 12,CHST12,,,,,,,,,,,,,,,,,,,,,,,,24.7495,,,,,,,,,,,,,,,,,,,,,,,,,,24.1823,,,,,,,,,,,,,,,,,nonMatrisome
527,528,Q8NCH0,Carbohydrate sulfotransferase 14,CHST14,,24.9805,26.8679,,24.8568,25.4067,,24.8954,,25.1986,26.2878,25.6557,25.4415,26.4836,,26.8883,26.3607,27.2854,27.5319,26.8113,,27.3729,26.6919,27.3208,27.4653,27.119,26.3966,26.1269,25.2575,25.814,25.7432,25.2134,26.5645,,26.5603,26.9727,26.9237,26.9328,27.8349,26.4268,26.8787,25.9254,27.1505,27.2155,26.4948,27.0257,26.8567,,26.6306,,26.2709,26.6033,24.6273,26.721999999999998,25.8115,,26.1106,,25.6118,,,26.0962,,27.4267,27.6077,,nonMatrisome
528,529,Q7LGC8,Carbohydrate sulfotransferase 3,CHST3,27.1287,25.1017,28.7523,,29.026999999999997,29.6175,29.655,29.3421,29.7924,30.5249,29.3099,28.9821,28.8478,29.6469,29.064,30.1312,29.9191,30.4543,30.889,29.7173,30.1122,30.0648,28.7162,29.3985,27.0734,30.1232,29.9481,30.1885,29.2365,29.7773,28.3727,29.9879,29.0908,26.4324,29.2673,,29.1045,29.6879,30.1255,30.1977,30.6126,30.6251,30.0358,30.2474,30.5033,30.4229,29.639,28.0688,30.4199,31.1386,30.5635,30.6487,30.209,30.8747,30.8445,28.4052,28.4084,28.641,29.6663,29.5127,29.8584,29.3767,30.4237,29.9328,29.9133,30.1071,nonMatrisome
529,530,Q9GZX3,Carbohydrate sulfotransferase 6,CHST6,,,26.1306,,27.0388,26.9499,26.9375,27.2333,26.5175,27.5538,26.4037,26.7722,26.8591,26.4871,25.7096,28.2557,27.233,27.7544,27.7019,26.7696,25.3314,27.8252,26.6946,28.1398,26.9458,28.1149,27.9882,,27.7375,28.3169,26.0302,26.6193,26.0761,,27.3196,27.0949,,26.9863,,28.6333,28.3531,28.1807,28.6993,27.9912,28.2656,28.5897,27.5523,,28.6652,,,28.3359,28.9207,29.11,28.2089,25.7815,26.8658,26.1752,,,25.8328,26.4314,28.9451,27.1931,26.4425,26.8119,nonMatrisome
530,531,Q70JA7,Chondroitin sulfate synthase 3,CHSY3,,,,,,26.7517,28.4205,,,,,27.8742,,,,26.8173,,27.7326,27.6743,,,27.9827,,,,,,,27.9697,,,26.3304,,,,,,,,,,,,26.8387,,,,26.103,,,,26.2433,,,,,,,,,,27.15,,,,,nonMatrisome
531,532,O75339,Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2,CILP,35.8691,33.5417,36.4041,33.315,36.1483,36.7649,36.2551,35.6404,35.7884,36.7426,35.8733,37.2223,37.4461,37.1208,37.0393,36.8571,37.217,35.9358,36.2073,35.9279,36.0889,36.1771,37.5119,38.4158,35.9375,38.2335,37.6398,37.6433,36.3219,36.9508,35.1704,36.6779,35.7204,36.3074,37.1362,37.1546,36.7034,36.8925,36.8516,36.5625,36.403,36.0389,36.461,35.7579,38.9956,38.5575,37.3224,35.9836,37.6414,37.3561,36.845,37.453,36.5554,36.9462,37.0555,36.6889,36.5272,36.847,37.1698,36.8205,36.4017,36.0048,35.926,36.5543,36.4348,35.8964,NABA_ECM_GLYCOPROTEINS
532,533,Q8IUL8,Cartilage intermediate layer protein 2;Cartilage intermediate layer protein 2 C1;Cartilage intermediate layer protein 2 C2,CILP2,34.399,32.9644,35.2316,33.5005,35.4912,34.9335,34.5877,34.0398,34.1577,34.7585,34.0596,36.4686,37.0456,36.5658,36.9332,36.2238,36.4608,35.5861,35.6213,35.2958,35.4487,35.3612,35.8102,36.8636,35.3957,36.7273,35.872,35.5997,34.6087,34.8779,33.8065,34.9788,34.2301,36.1829,36.3834,36.683,36.4798,36.3149,36.1525,35.6445,35.397,35.6018,35.9855,35.2302,37.1946,36.7953,35.8282,34.423,36.0948,35.436,35.3567,36.1669,35.1842,35.4436,35.5109,36.3426,36.3109,36.1154,36.576,35.7145,35.689,35.823,35.5734,35.5434,35.7176,35.5266,NABA_ECM_GLYCOPROTEINS
533,534,Q14011,Cold-inducible RNA-binding protein,CIRBP,25.1834,25.2075,26.0506,25.363000000000003,,,,,,,,,25.8143,,25.3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9603,25.7664,27.0692,,,,,,,,25.2554,,24.9313,,,,,,,,,nonMatrisome
534,535,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,CISD1,25.3702,25.0392,,26.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
535,536,Q07065,Cytoskeleton-associated protein 4,CKAP4,28.4859,29.1578,25.795,28.1384,23.2661,25.2261,,26.1585,,,,26.2407,26.1456,25.7233,26.3104,25.8137,,26.2665,,,25.6192,26.6134,27.3543,25.7031,26.5594,,25.2267,,24.1611,,24.7555,,,27.6831,26.0117,,27.7528,,26.3428,,25.9117,,,,,26.8905,26.1966,27.1143,26.213,,,,26.1712,,,26.6638,26.8917,27.1919,,24.2787,25.6599,,25.9454,25.5082,,25.2068,nonMatrisome
536,537,Q14008,Cytoskeleton-associated protein 5,CKAP5,,22.3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
537,538,P12277,Creatine kinase B-type,CKB,26.5374,27.4332,26.6036,28.2289,26.6803,25.7878,,25.9434,,,26.5636,27.7657,26.7048,28.6115,28.4317,28.5661,29.0104,29.2235,28.7048,29.2483,28.6742,28.9142,25.8668,26.905,27.5617,27.2848,27.4847,27.175,26.8491,26.4157,24.6734,26.2039,,28.6943,27.4816,29.3791,29.4481,28.1616,28.7124,29.5704,28.2692,28.4691,28.6003,29.5187,27.9273,26.3455,27.7477,28.0478,27.9762,28.0103,27.906,27.8035,,27.6453,28.0275,28.7014,27.3465,27.3389,29.0006,28.9116,29.6082,28.4157,28.2153,28.791,28.7925,29.1348,nonMatrisome
538,539,P06732,"Creatine kinase M-type;Creatine kinase M-type, N-terminally processed",CKM,35.443000000000005,30.9789,24.6275,36.1055,29.504,25.8378,26.2366,26.8007,25.322,26.6345,26.7372,32.0069,33.0718,32.0704,34.464,31.4901,32.3193,32.164,32.1149,30.6186,31.1455,31.5454,31.5738,30.4616,27.5246,30.4377,28.6843,,27.0246,27.3087,26.9722,27.7325,27.5674,34.0777,31.2823,30.8215,34.3842,32.7606,31.3749,31.8007,31.0846,31.8736,30.0572,30.7725,30.2262,26.6678,25.9457,27.9724,26.4651,,27.4414,25.4674,26.745,23.3639,26.2017,32.8818,31.1274,26.7259,33.6447,30.1155,27.3427,29.6334,29.3778,27.901,30.0704,30.9908,nonMatrisome
539,540,P17540,"Creatine kinase S-type, mitochondrial",CKMT2,29.531999999999996,22.8742,,30.4441,23.0291,22.5947,21.5881,,21.2051,,,,25.6583,,23.4712,22.5934,,,,,,,,,,,,,,,,,,24.6359,,,,,,,18.3533,,,,,,,,,,,,,,,21.9554,,,24.0894,,,,,,,,nonMatrisome
540,541,Q05315,Galectin-10,CLC,24.8962,24.6152,,24.8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8237,,,,,,,,,,,,,,,,,,,,,,NABA_ECM_AFFILIATED
541,542,Q9Y240,C-type lectin domain family 11 member A,CLEC11A,28.8445,29.0066,30.1251,27.3431,29.5176,29.9863,30.6154,30.0133,29.8253,30.8998,30.5358,30.0953,31.0111,31.1743,29.7765,29.4721,29.5883,30.2166,29.2991,29.3373,28.5946,30.4244,30.1609,30.8667,30.5121,30.874000000000002,31.103,31.7966,30.5189,31.0162,29.3764,30.8658,29.7178,29.4237,30.8598,29.9987,30.2916,29.8229,30.0556,29.6094,29.8057,29.3143,30.9919,30.112,30.6712,30.8215,30.9664,30.7064,30.6531,30.8706,31.4532,31.6967,31.1741,31.3589,31.5577,30.6238,31.1434,30.4668,30.7033,29.4,29.7403,30.1546,30.6267,29.6112,29.6873,30.5484,NABA_ECM_AFFILIATED
542,543,Q86T13,C-type lectin domain family 14 member A,CLEC14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6335,,,,,,,,,,,,,,,,,,,NABA_ECM_AFFILIATED
543,544,O75596,C-type lectin domain family 3 member A,CLEC3A,31.5919,26.7954,28.5813,25.4707,32.5897,30.1671,30.3129,28.7502,28.3175,30.0208,27.1576,34.0061,35.0684,34.2488,34.6893,34.6674,34.2126,34.1566,34.256,33.9237,34.2093,34.5407,32.954,32.9634,31.2265,33.7288,33.5073,33.256,30.8747,30.9937,29.3321,31.1652,28.3083,33.513000000000005,34.6882,33.4786,33.7547,34.0317,34.27,34.5624,34.1462,34.1417,34.4854,34.2038,34.0242,33.3793,30.08,30.0077,32.4613,31.6959,30.5483,31.5917,30.5744,30.7939,30.5351,34.5444,34.061,33.6933,34.8155,33.5951,33.7474,34.2794,33.8332,34.5539,34.5134,34.1242,NABA_ECM_AFFILIATED
544,545,P05452,Tetranectin,CLEC3B,31.1095,31.3165,30.6882,30.6687,30.9285,30.8743,30.7712,30.796999999999997,30.6349,31.3926,30.1806,29.7759,30.2349,30.8948,30.2582,31.3867,30.3901,31.4257,31.6664,31.5701,31.7654,31.8747,30.9208,31.0926,31.5515,29.9691,31.5076,29.68,30.7637,30.6128,30.1669,30.2057,29.9537,30.6397,30.0935,29.3874,30.5046,30.684,30.6366,31.685,31.8928,31.904,31.6219,31.4439,28.9973,31.0766,28.5884,31.1413,28.9043,29.6031,28.915,28.8129,28.4035,29.2967,29.1607,29.708000000000002,30.5232,30.4467,29.4759,29.5397,31.1438,30.7906,30.0534,31.7505,31.7797,31.4579,NABA_ECM_AFFILIATED
545,546,O00299,Chloride intracellular channel protein 1,CLIC1,28.3046,29.590999999999998,27.4777,28.4319,26.1148,26.7652,25.3309,27.1803,25.1179,,23.6105,26.9763,27.3621,27.7735,27.7102,27.1658,25.7852,26.4986,26.0172,,26.3984,27.3008,28.3739,27.2247,28.8566,27.4336,25.5193,23.9633,25.5518,24.9879,27.0709,,26.0004,28.4299,27.9173,,28.8817,27.2691,27.1431,24.5556,,,24.7426,,27.8677,27.6151,27.0471,28.9699,27.4225,26.3087,26.6899,25.4356,,,26.7909,28.9688,28.6551,27.2723,29.0081,,,,26.2197,,,26.5816,nonMatrisome
546,547,O15247,Chloride intracellular channel protein 2,CLIC2,25.2662,24.0765,,25.755,,,,,,,,,,,,,,,,,,,,,,,,,,26.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
547,548,O95833,Chloride intracellular channel protein 3,CLIC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0211,,,,,,,,,nonMatrisome
548,549,Q9Y696,Chloride intracellular channel protein 4,CLIC4,25.3885,27.8411,26.1146,25.9559,25.5896,25.5515,24.3987,,,25.6008,23.9419,25.5891,26.3732,26.6695,26.8266,26.0008,26.945,25.4094,26.7568,,25.9568,25.7746,26.5742,26.2349,27.2709,26.3231,25.7082,25.9323,24.0718,25.1193,25.6568,25.8944,24.7476,27.1395,26.9936,27.1406,27.529,27.3857,,,,25.5678,,,26.0928,27.1039,26.0934,26.6554,,,26.3154,25.6241,,,25.7102,25.8938,26.9914,26.9918,26.8442,,,,25.663,,,,nonMatrisome
549,550,Q9NZA1,Chloride intracellular channel protein 5,CLIC5,,,,23.9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
550,551,Q96NY7,Chloride intracellular channel protein 6,CLIC6,26.1717,26.1695,,25.7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4628,,,,,,,,,25.4867,,,,,,,,,,,,,,,,,,,nonMatrisome
551,552,Q14677,Clathrin interactor 1,CLINT1,22.5409,24.3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5355,,,,,,,,,,,,nonMatrisome
552,553,P30622,CAP-Gly domain-containing linker protein 1,CLIP1,,,,24.1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
553,554,Q9UDT6,CAP-Gly domain-containing linker protein 2,CLIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6153,,,,,,,,,,,,nonMatrisome
554,555,O75503,Ceroid-lipofuscinosis neuronal protein 5,CLN5,,,,,,,,,26.2437,,,,,,,27.1407,,27.7799,,27.1275,,,,,,,,,,,,,,,,,,27.2041,,,27.6035,,,26.9711,27.1472,,,,,,,,,,,,,,,,27.8805,27.697,,,,,nonMatrisome
555,556,O94985,Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha,CLSTN1,25.2597,25.2969,,24.7021,26.6464,26.36,28.0569,25.5287,25.3432,27.5132,27.8008,26.4134,26.8318,27.7763,,28.9899,29.2937,29.7768,29.4337,29.0885,29.9534,30.0358,25.1632,26.8316,25.7578,,28.0157,28.3734,27.819000000000003,27.9461,,27.9409,27.1826,25.6755,27.9143,27.545,27.8636,27.9888,28.6647,30.0435,28.6843,29.4774,28.9981,29.1734,26.4505,26.6686,27.8055,25.1568,,27.8261,27.4297,27.4611,28.2177,28.2955,28.6721,26.4489,26.3526,27.844,27.9297,28.4395,28.4203,27.7847,28.7337,30.2623,29.5278,30.1588,nonMatrisome
556,557,Q9H4D0,Calsyntenin-2,CLSTN2,,,,,,,,,,,,,,,,27.3813,28.0314,27.6872,28.1198,27.3423,27.0218,27.401,,,,,,,,,,,,,25.5221,,,28.9792,27.766,28.6495,29.2464,,27.9146,28.2798,,,,,,,,,,,,,,,,,,28.3011,27.1917,,,27.4102,nonMatrisome
557,558,P09496,Clathrin light chain A,CLTA,,,,26.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
558,559,P09497,Clathrin light chain B,CLTB,26.9339,26.7121,,27.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6747,,,,,,,,,,,,,,,,,,,nonMatrisome
559,560,Q00610,Clathrin heavy chain 1,CLTC,30.5687,30.19,24.5695,28.301,25.0844,25.1338,23.2638,23.0286,,24.9489,23.9809,25.7852,28.2,25.6411,26.1969,26.6777,24.2683,25.7964,24.8268,24.5479,26.1561,25.9472,29.5515,27.6067,26.4352,26.3253,25.5692,25.4692,23.7375,23.666999999999998,20.9625,,24.1565,26.1139,26.8715,26.0923,26.5912,23.3653,24.6772,24.8915,,,,25.7603,24.7186,25.9718,23.1469,29.5351,,24.834,,,,24.581999999999997,,28.5447,25.8511,26.7247,26.6903,,,,,,,,nonMatrisome
560,561,P10909,Clusterin;Clusterin beta chain;Clusterin alpha chain,CLU,36.51,35.5156,38.0496,33.7003,37.6089,37.973,37.7596,37.1089,37.4781,37.7603,38.1662,36.8157,36.6381,36.8225,36.4558,36.9709,36.8342,36.5513,35.9848,36.3846,35.9108,36.2753,37.4465,38.6261,37.2279,37.9926,38.0122,38.0203,37.9708,38.0074,37.3181,37.3496,37.0766,35.8179,36.9174,36.3786,35.7397,37.2553,36.6422,36.5631,36.0831,35.8803,35.933,36.0581,38.5251,38.438,38.5095,36.7156,37.9823,37.9791,38.4403,38.6497,38.1998,38.0978,38.5754,35.395,36.3565,37.0101,37.3719,36.2856,36.435,36.0802,36.1125,36.4763,36.3432,35.8888,nonMatrisome
561,562,P23946,Chymase,CMA1,27.8073,27.2994,,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
562,563,Q8NFW8,N-acylneuraminate cytidylyltransferase,CMAS,24.1502,23.9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
563,564,Q96DG6,Carboxymethylenebutenolidase homolog,CMBL,25.63,,,24.6884,,,,,,,,,,,,,,,,,25.4541,,,,,,,,,,,,,25.8631,,,26.096,,,,,,,,,,,,,,,,,,,,,,25.9744,,,,,,,,nonMatrisome
564,565,P30085,UMP-CMP kinase,CMPK1,26.0685,27.8086,25.1916,27.1445,25.6073,25.1058,,,,27.1027,,26.7599,26.3185,,,24.9834,,,,,,,27.5565,,27.4148,,,,,,,,,30.9708,,,,,,,,,,,,27.2421,,25.8704,,,,,,,,,26.2761,,,,,,,,,,nonMatrisome
565,566,P62633,Cellular nucleic acid-binding protein,CNBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8424,,,,,,,,,nonMatrisome
566,567,Q96KN2,Beta-Ala-His dipeptidase,CNDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
567,568,Q96KP4,Cytosolic non-specific dipeptidase,CNDP2,28.2718,28.9798,23.1136,28.6201,23.2338,,24.641,,,,,24.9283,25.3794,24.479,25.1335,24.4833,25.322,24.474,,,,23.5905,26.0238,,25.4922,,,,,,,25.6648,,25.0642,,,25.5631,26.1358,,,,,,,26.7305,25.3416,24.857,27.2578,,,,,,,25.0519,25.6116,24.5819,25.1951,25.9813,,,,,,,,nonMatrisome
568,569,Q16280,Cyclic nucleotide-gated olfactory channel,CNGA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2989,,nonMatrisome
569,570,P51911,Calponin-1,CNN1,27.7352,28.0112,28.1725,28.9909,,25.7009,,,,,28.5865,,25.243000000000002,,,,,27.5181,,,,,,,,,,,28.2473,,,,25.6793,,,,,,,,,,,,,,,,,,,,,,,28.5775,26.5888,,,,,,27.1871,,,,nonMatrisome
570,571,Q15417,Calponin-3,CNN3,25.0236,25.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1172,,,,,,,,,,,,,,,,,,,nonMatrisome
571,572,P09543,"2,3-cyclic-nucleotide 3-phosphodiesterase",CNP,24.9432,25.0015,,,,,,,,,,,,,,,,,,,,,25.739,,,,,,,,,,,,,,,,,,,,,,,25.57,,,,,,,,,,,,,,,,,,,,,nonMatrisome
572,573,Q9Y2B0,Protein canopy homolog 2,CNPY2,25.9673,26.8008,,25.4078,,,,,,,,24.6429,,,24.4581,,,,,23.8154,,24.833000000000002,24.7903,,,,,,,,,,,,,,,,,,,,,,,,,24.7194,,,,24.6391,,,,25.476999999999997,,24.7467,,,,,,,,24.5086,nonMatrisome
573,574,Q9BT09,Protein canopy homolog 3,CNPY3,23.0066,23.686,,,,,,23.9127,,,,,,,,,,,,,,,23.5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
574,575,Q8N129,Protein canopy homolog 4,CNPY4,25.0133,25.1238,,25.2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8334,,,,,,,,,,,,,,,,,,,nonMatrisome
575,576,Q96F85,CB1 cannabinoid receptor-interacting protein 1,CNRIP1,24.5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
576,577,Q12860,Contactin-1,CNTN1,,,,,,,,22.7423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
577,578,Q9Y2R0,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",COA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6989,,,,,,,,,nonMatrisome
578,579,Q5JTJ3,Cytochrome c oxidase assembly factor 6 homolog,COA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9339,,,nonMatrisome
579,580,O75128,Protein cordon-bleu,COBL,,,,24.7746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
580,581,O43405,Cochlin,COCH,,,,,,,24.4723,,,25.3074,,,,,,,,,,,,,,,,,,,24.4494,25.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABA_ECM_GLYCOPROTEINS
581,582,Q03692,Collagen alpha-1(X) chain,COL10A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6761,,,,,,,,,,,,,,,,,,,,Collagens
582,583,P12107,Collagen alpha-1(XI) chain,COL11A1,28.2631,26.9298,29.0093,23.9227,30.5758,29.7603,29.9027,28.5716,28.9312,29.7053,29.5816,31.2311,31.6467,31.7816,31.5555,32.7644,33.0459,33.0872,33.2058,33.041,33.2395,33.349000000000004,30.0655,31.0491,30.9178,30.3392,31.6196,31.8181,30.4229,30.9707,28.9952,30.0806,29.7969,30.6204,32.0392,31.5432,31.8205,32.2582,32.7223,32.834,33.2518,33.0652,32.6381,32.6231,30.8415,31.0688,30.7137,29.0314,31.1827,30.6568,31.1564,31.6238,30.9151,30.7677,31.2761,31.7513,31.2753,32.0553,32.3961,32.7866,33.2003,33.7859,33.2293,33.7571,33.8786,32.9929,Collagens
583,584,P13942,Collagen alpha-2(XI) chain,COL11A2,28.7527,25.0531,30.0596,26.1282,31.9725,30.7353,30.5022,30.4139,30.5574,31.6005,30.6296,34.9362,34.5479,35.5266,34.6558,36.216,35.8969,35.8801,36.0341,35.7327,35.8196,36.1402,30.7558,31.5926,30.6637,32.382,32.4653,32.2494,31.217,31.4106,29.5749,31.5117,30.2529,33.2116,35.0032,35.3273,35.2569,35.5776,35.6854,36.2312,36.0586,36.0114,36.4096,35.9638,32.7549,32.5665,31.6224,29.0764,32.8983,32.365,32.3743,32.8618,31.7721,32.361,32.1047,33.6948,33.8426,34.9845,35.0109,34.6031,35.6402,35.3184,35.7162,36.1554,35.7536,35.7518,Collagens
584,585,Q99715,Collagen alpha-1(XII) chain,COL12A1,36.1284,37.0581,31.3867,34.9582,31.8392,31.3482,29.323,31.018,29.6268,29.8855,30.6202,33.6731,36.3302,34.1977,36.2707,32.1784,32.0765,32.7213,32.6822,32.4689,32.7122,32.6694,35.2939,33.2622,32.4102,31.1301,28.328000000000003,26.0695,29.3814,27.9383,30.1044,28.1336,29.3251,35.6164,36.0724,32.0161,35.5825,30.8146,31.17,32.0067,32.3778,31.8527,31.9327,32.4854,30.7164,34.2258,31.6931,35.7403,30.2206,28.6318,29.2415,30.0665,30.0675,27.7621,29.666999999999998,35.6952,36.7245,34.45,33.6971,31.6477,32.1367,32.8654,32.3966,32.9498,33.2322,32.7029,Collagens
585,586,Q05707,Collagen alpha-1(XIV) chain,COL14A1,36.1984,36.2991,29.090999999999998,35.2254,31.699,28.4088,28.0538,27.3371,28.3063,27.7932,28.1879,32.7034,35.0843,33.4091,35.3031,30.7895,30.8272,31.2338,31.971999999999998,30.7279,31.4317,31.268,34.5966,31.4371,28.0111,29.5981,29.3428,22.7926,28.0251,28.4216,26.4757,25.0439,27.7917,34.7611,34.7519,29.2998,34.7116,30.8855,30.8013,31.2994,31.7701,30.7498,30.87,30.7706,27.828000000000003,33.4447,27.1954,34.9375,27.1477,27.5088,26.0853,29.5112,24.179000000000002,28.9094,28.5067,34.9938,35.8002,34.8546,32.9334,30.4808,30.9197,30.685,31.3164,31.3587,31.2519,31.4706,Collagens
